transaction_id,account_id,transaction_date,transaction_type,amount,merchant,channel
394,1054,2023-08-03 14:39:07,Withdrawal,154.27,,Branch
395,1021,2023-07-21 09:31:20,POS Purchase,633.64,Subscription Service,Branch
396,1037,2023-11-23 15:19:24,POS Purchase,737.68,Uber,Mobile App
397,1031,2023-10-20 10:33:41,POS Purchase,76.56,Insurance Co,Online
398,1027,2023-05-27 03:08:57,Deposit,4052.11,,Mobile App
399,1057,2023-11-25 16:28:46,ATM Withdrawal,489.35,,ATM
400,1003,2023-07-30 14:39:48,Withdrawal,157.38,,Online
401,1057,2023-02-03 08:59:09,ATM Withdrawal,213.19,,Online
402,1018,2023-02-15 06:36:29,Deposit,1079.2,,ATM
403,1054,2023-09-07 13:21:00,ATM Withdrawal,271.2,,ATM
404,1041,2023-05-12 03:25:41,Transfer,1681.42,,Online
405,1057,2023-06-14 06:34:55,POS Purchase,74.93,Uber,ATM
406,1039,2023-01-04 15:36:48,Payment,460.2,Netflix,ATM
407,1039,2023-09-22 23:02:21,Payment,734.8,Local Grocery,POS
408,1008,2023-01-07 12:54:50,Payment,556.28,Online Marketplace,ATM
409,1014,2023-04-01 00:23:43,ATM Withdrawal,450.53,,Online
410,1018,2023-04-03 13:54:40,Deposit,4326.89,,Online
411,1009,2023-05-31 20:35:45,Payment,371.16,Local Grocery,Online
412,1012,2023-05-18 20:45:40,ATM Withdrawal,438.0,,Online
413,1020,2023-11-29 13:02:05,Withdrawal,265.47,,Branch
414,1009,2023-02-18 16:30:31,Withdrawal,364.73,,Branch
415,1041,2023-11-03 07:18:52,Transfer,2047.6,,Online
416,1049,2023-01-06 10:46:54,ATM Withdrawal,196.04,,POS
417,1055,2023-11-01 16:54:49,Withdrawal,171.05,,Online
418,1023,2023-07-20 07:21:16,Deposit,4344.59,,ATM
419,1031,2023-02-28 11:42:34,ATM Withdrawal,177.65,,Online
420,1006,2023-02-03 19:46:44,Deposit,4910.47,,Mobile App
421,1025,2023-07-09 23:45:23,Payment,532.35,Restaurant,Branch
422,1015,2023-01-04 10:37:30,Transfer,783.78,,POS
423,1049,2023-01-22 06:53:30,Deposit,2089.82,,Online
424,1015,2023-06-08 23:39:20,Payment,151.71,Restaurant,ATM
425,1016,2023-08-28 11:49:44,Payment,578.36,Starbucks,Mobile App
426,1009,2023-03-07 18:40:05,Deposit,2816.04,,Mobile App
427,1001,2023-10-07 12:32:19,ATM Withdrawal,130.19,,Branch
428,1042,2023-10-14 14:37:19,POS Purchase,484.19,Restaurant,Mobile App
429,1020,2023-12-29 01:47:29,ATM Withdrawal,228.95,,POS
430,1043,2023-04-14 11:26:20,Withdrawal,317.58,,POS
431,1024,2023-03-09 02:51:28,ATM Withdrawal,118.56,,ATM
432,1020,2023-08-03 14:15:10,POS Purchase,430.7,Online Marketplace,ATM
433,1050,2023-06-30 20:15:59,ATM Withdrawal,304.41,,POS
434,1037,2023-05-25 09:47:07,Withdrawal,233.28,,Branch
435,1057,2023-01-05 16:26:39,POS Purchase,328.82,Target,Mobile App
436,1054,2023-04-09 10:44:54,Withdrawal,401.37,,Mobile App
437,1026,2023-01-07 21:14:13,Withdrawal,194.37,,Online
438,1016,2023-06-28 04:08:13,Deposit,3389.84,,Mobile App
439,1030,2023-06-06 13:20:59,Deposit,2201.33,,Branch
440,1043,2023-01-13 12:33:53,Payment,598.15,Restaurant,Online
441,1043,2023-05-23 13:31:00,Payment,30107.87,Walmart,ATM
442,1012,2023-05-18 02:29:37,POS Purchase,745.88,Insurance Co,Online
443,1003,2023-07-08 08:51:36,Withdrawal,379.84,,Mobile App
444,1025,2023-06-04 20:16:10,Deposit,4263.3,,POS
445,1035,2023-11-26 10:19:38,Transfer,2676.29,,Branch
446,1025,2023-01-24 06:57:00,POS Purchase,430.21,Hotel Booking,ATM
447,1016,2023-03-21 06:09:33,Deposit,1872.46,,ATM
448,1004,2023-07-11 01:56:18,Withdrawal,111.0,,POS
449,1026,2023-08-31 07:11:38,Transfer,1209.94,,Branch
450,1023,2023-04-03 01:09:30,Deposit,380.46,,ATM
451,1046,2023-07-14 02:04:00,POS Purchase,738.5,Pharmacy,POS
452,1018,2023-01-26 20:09:20,Transfer,2947.58,,Branch
453,1011,2023-01-07 14:45:58,Withdrawal,95.34,,Branch
454,1020,2023-07-27 23:37:34,ATM Withdrawal,75.6,,ATM
455,1048,2023-07-06 16:30:00,Withdrawal,119.66,,ATM
456,1048,2023-02-27 15:09:22,Withdrawal,445.41,,ATM
457,1030,2023-04-12 02:16:05,Transfer,1049.51,,Online
458,1010,2023-07-19 03:23:30,Payment,139.02,Target,Branch
459,1020,2023-06-25 10:22:28,Payment,201.68,Restaurant,Branch
460,1030,2023-05-03 01:14:37,ATM Withdrawal,101.86,,ATM
461,1009,2023-06-09 09:46:38,Withdrawal,420.76,,POS
462,1012,2023-01-30 00:10:35,Deposit,1805.18,,Online
463,1018,2023-11-09 14:25:59,ATM Withdrawal,441.47,,Online
464,1048,2023-03-21 15:59:33,ATM Withdrawal,108.99,,ATM
465,1051,2023-01-22 19:51:31,Withdrawal,163.93,,Mobile App
466,1012,2023-11-10 15:30:52,Transfer,1034.32,,Branch
467,1046,2023-07-21 00:20:22,Withdrawal,29.34,,POS
468,1044,2023-12-26 09:33:00,Withdrawal,218.45,,Mobile App
469,1037,2023-12-05 21:29:40,Payment,295.63,Uber,Branch
470,1020,2023-10-04 03:05:42,POS Purchase,178.01,Target,POS
471,1036,2023-02-20 12:42:06,Payment,586.54,Online Marketplace,POS
472,1020,2023-09-23 02:18:31,Transfer,2355.3,,Online
473,1028,2023-12-19 12:10:44,ATM Withdrawal,404.99,,POS
474,1039,2023-08-14 03:07:46,ATM Withdrawal,331.09,,POS
475,1055,2023-06-15 22:20:33,Withdrawal,318.92,,Online
476,1043,2023-10-23 17:59:45,Payment,702.25,Local Grocery,Online
477,1008,2023-04-11 12:09:09,Transfer,1333.02,,Branch
478,1009,2023-06-13 00:27:36,ATM Withdrawal,458.64,,Mobile App
479,1055,2023-07-02 16:38:10,POS Purchase,702.11,Walmart,Mobile App
480,1005,2023-12-19 05:40:50,Withdrawal,315.07,,Branch
481,1024,2023-12-03 20:11:44,Withdrawal,240.07,,Online
482,1036,2023-01-16 20:10:51,Transfer,1174.59,,Branch
483,1003,2023-11-04 00:00:34,Transfer,871.88,,ATM
484,1021,2023-11-07 23:29:02,Transfer,70.86,,ATM
485,1025,2023-06-23 22:45:43,ATM Withdrawal,168.65,,ATM
486,1004,2023-01-29 00:12:31,ATM Withdrawal,58.92,,Branch
487,1045,2023-07-18 16:22:06,ATM Withdrawal,413.56,,Branch
488,1028,2023-03-18 13:48:05,POS Purchase,334.4,Airline Booking,POS
489,1043,2023-10-02 03:43:40,Deposit,4598.88,,Online
490,1014,2023-11-25 11:44:19,Withdrawal,88.11,,POS
491,1015,2023-01-18 21:15:16,Transfer,1367.97,,POS
492,1057,2023-11-01 01:18:23,Payment,98.9,Electronics Store,POS
493,1049,2023-02-08 16:45:42,Withdrawal,422.41,,Branch
494,1017,2023-10-25 12:23:02,ATM Withdrawal,485.5,,Mobile App
495,1014,2023-12-10 15:15:45,Withdrawal,351.93,,Branch
496,1027,2023-06-21 11:45:44,Payment,518.17,Insurance Co,POS
497,1009,2023-12-16 19:56:00,Transfer,31945.29,Walmart,Online
498,1027,2023-09-23 06:30:37,POS Purchase,120.0,Shell Gas Station,Branch
499,1037,2023-12-23 12:05:55,Deposit,3786.24,,POS
500,1049,2023-10-26 14:59:25,Transfer,1980.99,,POS
501,1056,2023-03-08 11:14:24,Withdrawal,423.21,,POS
502,1025,2023-10-14 01:48:09,ATM Withdrawal,161.67,,Online
503,1001,2023-01-12 09:19:40,Withdrawal,479.67,,Branch
504,1055,2023-12-19 10:41:09,Withdrawal,85.34,,POS
505,1029,2023-10-29 10:10:21,Deposit,4802.91,,Branch
506,1020,2023-07-10 18:51:20,ATM Withdrawal,93.91,,ATM
507,1046,2023-11-02 03:41:39,POS Purchase,39.43,Pharmacy,Mobile App
508,1043,2023-12-11 22:40:29,Transfer,2310.19,,POS
509,1048,2023-08-14 23:05:54,Transfer,2802.63,,Online
510,1004,2023-01-28 06:01:38,Withdrawal,360.73,,Branch
511,1040,2023-08-31 19:08:06,ATM Withdrawal,222.05,,Branch
512,1057,2023-07-27 18:43:34,Transfer,1327.78,,Mobile App
513,1026,2023-12-02 18:02:29,POS Purchase,457.54,Amazon,Branch
514,1013,2023-03-16 05:33:48,POS Purchase,89.78,Uber,Online
515,1033,2023-03-20 08:35:51,ATM Withdrawal,48.76,,POS
516,1004,2023-06-13 14:23:50,POS Purchase,67.82,Best Buy,Mobile App
517,1056,2023-08-15 15:19:51,ATM Withdrawal,423.05,,Branch
518,1055,2023-06-22 19:59:21,Deposit,530.77,,ATM
519,1021,2023-05-17 03:13:59,POS Purchase,362.94,Utility Company,Branch
520,1046,2023-07-14 02:29:00,POS Purchase,392.37,Gym Membership,POS
521,1057,2023-02-26 18:38:49,Withdrawal,253.48,,Branch
522,1008,2023-09-20 00:40:50,Transfer,1260.53,,Mobile App
523,1011,2023-11-15 03:16:07,POS Purchase,15.87,Target,Online
524,1032,2023-03-24 13:01:57,Transfer,60.81,,Branch
525,1014,2023-05-04 10:40:52,Deposit,3826.53,,Branch
526,1046,2023-05-07 09:04:37,ATM Withdrawal,32.52,,ATM
527,1048,2023-05-14 16:26:06,Payment,350.97,Utility Company,ATM
528,1018,2023-04-13 12:34:02,ATM Withdrawal,178.47,,Mobile App
529,1016,2023-09-18 20:15:22,POS Purchase,573.97,Electronics Store,Online
530,1030,2023-02-22 11:12:17,Payment,39.37,Netflix,ATM
531,1055,2023-02-27 08:28:16,Transfer,1873.93,,POS
532,1012,2023-02-14 23:34:18,Payment,489.91,Car Rental,Branch
533,1006,2023-11-17 13:26:32,Transfer,439.47,,Branch
534,1011,2023-03-31 06:08:39,ATM Withdrawal,409.56,,POS
535,1026,2023-09-29 03:44:04,Transfer,1618.97,,Mobile App
536,1042,2023-04-22 13:04:26,Deposit,3590.12,,POS
537,1034,2023-08-06 04:17:57,Withdrawal,28.0,,Online
538,1004,2023-04-24 08:48:56,Transfer,1889.61,,POS
539,1001,2023-03-22 08:28:00,Transfer,1020.33,,POS
540,1052,2023-01-17 06:35:31,Payment,170.07,Pharmacy,Online
541,1037,2023-07-14 04:58:33,ATM Withdrawal,52.13,,POS
542,1013,2023-09-11 02:15:43,Payment,541.55,Car Rental,Branch
543,1004,2023-05-15 23:45:44,Transfer,927.35,,POS
544,1018,2023-04-24 21:46:43,ATM Withdrawal,121.29,,Branch
545,1023,2023-02-26 19:05:34,POS Purchase,285.26,Uber,Online
546,1010,2023-01-23 15:23:55,Deposit,2370.83,,Online
547,1005,2023-03-21 20:34:05,ATM Withdrawal,353.79,,Mobile App
548,1023,2023-07-15 00:04:54,Deposit,4124.63,,POS
549,1012,2023-09-20 17:24:37,Payment,14.44,Restaurant,Branch
550,1014,2023-11-23 07:34:16,Withdrawal,100.66,,ATM
551,1003,2023-06-09 00:08:02,Payment,569.06,Gym Membership,POS
552,1006,2023-05-10 17:40:54,Payment,591.65,Restaurant,ATM
553,1043,2023-01-30 01:42:19,Deposit,4063.16,,Online
554,1039,2023-08-07 08:05:37,Payment,401.56,Restaurant,POS
555,1046,2023-05-15 18:16:13,Deposit,1747.91,,Branch
556,1021,2023-10-29 20:17:40,Withdrawal,281.26,,Mobile App
557,1005,2023-11-25 12:05:36,POS Purchase,742.15,Online Marketplace,Branch
558,1024,2023-10-12 01:04:32,Withdrawal,123.62,,POS
559,1048,2023-07-28 04:54:56,ATM Withdrawal,331.85,,Branch
560,1001,2023-01-16 01:08:40,Transfer,1161.02,,Mobile App
561,1030,2023-07-01 02:55:19,POS Purchase,258.06,Hotel Booking,POS
562,1045,2023-04-28 12:16:28,Withdrawal,377.02,,Online
563,1025,2023-01-20 17:08:04,Payment,548.83,Walmart,ATM
564,1052,2023-03-06 16:47:48,Withdrawal,350.67,,Online
565,1024,2023-08-12 02:37:57,Transfer,585.5,,ATM
566,1044,2023-02-12 05:48:14,Withdrawal,498.95,,Mobile App
567,1020,2023-10-07 03:26:41,ATM Withdrawal,297.44,,ATM
568,1030,2023-03-01 03:51:24,Deposit,117.75,,Online
569,1015,2023-08-24 13:34:58,ATM Withdrawal,487.7,,POS
570,1012,2023-05-28 23:22:18,Transfer,1688.29,,Mobile App
571,1048,2023-04-03 09:58:27,Withdrawal,276.04,,ATM
572,1041,2023-01-14 19:03:50,Withdrawal,161.29,,Online
573,1052,2023-12-07 04:05:24,POS Purchase,645.41,Uber,Online
574,1015,2023-04-28 11:08:35,Transfer,797.97,,Online
575,1044,2023-05-10 12:26:06,Payment,638.33,Shell Gas Station,Branch
576,1052,2023-10-06 09:51:56,Transfer,161.51,,POS
577,1003,2023-09-08 00:04:25,POS Purchase,685.09,Insurance Co,Branch
578,1009,2023-10-18 16:02:52,Deposit,2163.25,,Mobile App
579,1027,2023-01-07 12:53:00,Payment,17320.33,Online Marketplace,POS
580,1024,2023-07-16 11:15:41,Payment,214.02,Amazon,Online
581,1039,2023-04-24 10:14:20,Withdrawal,146.22,,ATM
582,1008,2023-09-09 22:35:50,Deposit,1842.52,,Mobile App
583,1036,2023-06-17 10:04:09,Payment,111.37,Airline Booking,POS
584,1024,2023-11-26 07:26:23,POS Purchase,209.66,Starbucks,Online
585,1037,2023-08-17 14:18:58,POS Purchase,385.03,Subscription Service,Branch
586,1041,2023-07-17 04:35:20,POS Purchase,195.9,Restaurant,Online
587,1051,2023-02-11 15:02:07,Transfer,2750.06,,Online
588,1021,2023-03-25 12:33:00,Deposit,608.33,,Branch
589,1050,2023-01-05 23:40:53,Deposit,4807.94,,Mobile App
590,1007,2023-01-17 00:07:06,POS Purchase,743.51,Restaurant,Branch
591,1014,2023-01-21 19:10:27,Withdrawal,94.97,,Online
592,1023,2023-05-03 03:05:23,Transfer,2299.14,,Branch
593,1050,2023-09-12 04:19:16,ATM Withdrawal,211.58,,Online
594,1029,2023-09-17 21:07:48,Withdrawal,348.43,,Online
595,1029,2023-11-27 05:53:32,Transfer,533.19,,Branch
596,1057,2023-03-11 12:57:31,Withdrawal,79.68,,POS
597,1036,2023-12-25 01:37:56,Deposit,2351.84,,Branch
598,1057,2023-02-08 20:20:22,ATM Withdrawal,159.8,,Mobile App
599,1045,2023-12-20 01:46:09,POS Purchase,799.86,Car Rental,Online
600,1021,2023-02-19 19:43:53,Payment,668.35,Uber,ATM
601,1043,2023-04-05 13:26:54,POS Purchase,240.24,Best Buy,Online
602,1042,2023-11-18 02:44:12,ATM Withdrawal,38.82,,POS
603,1032,2023-11-05 08:35:59,Deposit,3687.6,,Branch
604,1042,2023-07-25 08:18:03,Deposit,1572.88,,POS
605,1037,2023-03-17 03:19:16,POS Purchase,333.72,Insurance Co,ATM
606,1056,2023-06-25 16:19:22,Deposit,282.39,,Mobile App
607,1023,2023-10-15 19:39:38,POS Purchase,66.71,Walmart,POS
608,1016,2023-06-16 13:41:17,Transfer,1520.87,,POS
609,1037,2023-10-04 05:28:06,Deposit,4411.32,,Branch
610,1040,2023-05-17 08:58:37,ATM Withdrawal,395.5,,Branch
611,1053,2023-06-25 16:13:51,Withdrawal,439.19,,Branch
612,1029,2023-02-26 23:57:17,POS Purchase,122.6,Restaurant,Online
613,1024,2023-07-12 03:03:27,POS Purchase,49.5,Online Marketplace,Branch
614,1051,2023-05-17 23:08:22,ATM Withdrawal,430.21,,POS
615,1054,2023-04-19 04:37:29,ATM Withdrawal,106.71,,Mobile App
616,1037,2023-03-30 08:40:32,Deposit,4955.37,,Online
617,1043,2023-04-25 03:28:37,Deposit,1647.71,,Mobile App
618,1039,2023-03-11 14:13:47,Withdrawal,33.39,,POS
619,1042,2023-04-29 08:23:47,POS Purchase,787.77,Uber,ATM
620,1006,2023-11-10 20:02:01,Deposit,1839.32,,Online
621,1006,2023-12-06 10:46:00,ATM Withdrawal,91.7,,POS
622,1016,2023-11-28 09:41:49,POS Purchase,782.02,Insurance Co,POS
623,1027,2023-02-13 04:12:37,Transfer,923.59,,Mobile App
624,1029,2023-01-14 01:27:39,POS Purchase,524.48,Shell Gas Station,ATM
625,1012,2023-08-26 11:02:38,ATM Withdrawal,474.99,,Online
626,1044,2023-01-25 22:05:46,ATM Withdrawal,118.84,,Branch
627,1020,2023-08-13 06:18:25,POS Purchase,166.75,Netflix,Branch
628,1021,2023-12-14 04:09:14,ATM Withdrawal,134.58,,Online
629,1056,2023-12-27 04:58:46,POS Purchase,767.24,Shell Gas Station,Online
630,1016,2023-09-28 00:22:49,ATM Withdrawal,491.52,,Mobile App
631,1015,2023-03-18 17:59:18,ATM Withdrawal,421.38,,POS
632,1043,2023-12-20 12:32:31,Payment,433.42,Netflix,Branch
633,1003,2023-09-13 08:36:23,Withdrawal,274.03,,Branch
634,1043,2023-11-03 11:20:01,Deposit,1262.02,,POS
635,1057,2023-05-11 06:32:08,Withdrawal,189.16,,Branch
636,1036,2023-06-06 00:19:20,Deposit,4608.16,,Mobile App
637,1013,2023-05-17 20:06:54,POS Purchase,55.1,Best Buy,Mobile App
638,1003,2023-10-09 07:28:58,Transfer,1377.38,,Branch
639,1049,2023-09-16 00:24:01,Withdrawal,483.98,,Online
640,1043,2023-12-16 02:52:45,POS Purchase,109.83,Local Grocery,Mobile App
641,1031,2023-11-03 19:11:49,POS Purchase,674.52,Hotel Booking,Mobile App
642,1023,2023-04-06 16:51:53,Payment,170.96,Best Buy,Mobile App
643,1023,2023-02-07 02:10:50,ATM Withdrawal,169.75,,ATM
644,1047,2023-05-11 00:26:23,Transfer,2302.94,,POS
645,1004,2023-12-12 07:47:34,ATM Withdrawal,394.28,,ATM
646,1016,2023-04-20 20:58:22,Payment,370.78,Electronics Store,Online
647,1040,2023-08-16 04:56:13,ATM Withdrawal,209.65,,ATM
648,1046,2023-07-14 00:27:00,POS Purchase,550.99,Online Marketplace,POS
649,1055,2023-07-18 09:49:45,ATM Withdrawal,23.78,,ATM
650,1016,2023-02-07 06:37:59,Deposit,1590.76,,ATM
651,1032,2023-09-26 04:27:58,Withdrawal,263.27,,Branch
652,1046,2023-02-15 21:29:37,Deposit,2628.98,,Online
653,1006,2023-09-19 02:03:48,POS Purchase,716.42,Netflix,Online
654,1028,2023-01-03 11:26:45,ATM Withdrawal,202.65,,Mobile App
655,1022,2023-01-15 00:52:53,Deposit,311.93,,POS
656,1056,2023-11-03 21:12:23,Payment,470.55,Uber,ATM
657,1027,2023-11-24 15:07:21,Transfer,1846.99,,ATM
658,1033,2023-12-14 13:52:29,Payment,668.38,Utility Company,Branch
659,1045,2023-12-30 21:55:31,ATM Withdrawal,234.59,,ATM
660,1018,2023-12-06 01:46:20,Deposit,2103.75,,POS
661,1004,2023-02-04 06:31:12,Transfer,622.1,,Mobile App
662,1056,2023-10-27 06:24:43,ATM Withdrawal,22.76,,Online
663,1011,2023-07-29 15:08:55,ATM Withdrawal,109.31,,ATM
664,1024,2023-08-22 08:14:48,Transfer,573.65,,Mobile App
665,1011,2023-11-23 18:29:33,Withdrawal,69.37,,Online
666,1045,2023-10-04 16:06:30,POS Purchase,598.32,Electronics Store,Online
667,1009,2023-03-01 11:41:10,ATM Withdrawal,248.94,,Mobile App
668,1030,2023-08-05 09:04:32,Payment,199.28,Netflix,Branch
669,1043,2023-08-19 07:11:59,ATM Withdrawal,151.96,,POS
670,1039,2023-08-14 00:20:46,Deposit,2299.61,,POS
671,1048,2023-05-17 15:27:34,POS Purchase,704.42,Starbucks,Online
672,1034,2023-02-13 03:51:33,Payment,275.63,Restaurant,Online
673,1045,2023-11-23 01:19:48,Withdrawal,292.88,,Mobile App
674,1031,2023-11-11 17:36:17,Transfer,1873.51,,ATM
675,1044,2023-09-11 05:00:34,Transfer,2466.78,,Mobile App
676,1039,2023-10-24 17:09:58,ATM Withdrawal,334.88,,POS
677,1009,2023-06-26 20:37:00,ATM Withdrawal,476.85,,ATM
678,1017,2023-08-23 21:39:38,Payment,173.59,Walmart,Branch
679,1042,2023-03-10 07:06:43,Withdrawal,232.2,,POS
680,1046,2023-07-14 00:54:00,POS Purchase,576.59,Insurance Co,POS
681,1045,2023-01-07 19:30:06,Deposit,2175.39,,Branch
682,1012,2023-05-03 10:35:20,Payment,219.59,Best Buy,ATM
683,1012,2023-08-02 08:55:39,POS Purchase,93.27,Insurance Co,Mobile App
684,1055,2023-08-12 08:28:45,Payment,187.74,Electronics Store,Online
685,1027,2023-04-14 18:46:46,Deposit,3589.22,,Branch
686,1042,2023-07-13 17:56:49,Withdrawal,273.19,,POS
687,1008,2023-07-02 20:03:16,Transfer,231.44,,Online
688,1048,2023-10-13 11:45:39,ATM Withdrawal,222.49,,ATM
689,1041,2023-05-14 10:03:09,ATM Withdrawal,352.73,,ATM
690,1044,2023-11-14 16:14:39,POS Purchase,339.56,Target,ATM
691,1036,2023-09-16 02:26:14,Withdrawal,301.42,,Branch
692,1017,2023-09-25 04:24:48,Payment,705.94,Netflix,Online
693,1021,2023-11-10 08:45:04,POS Purchase,485.85,Online Marketplace,ATM
694,1048,2023-07-03 02:43:09,POS Purchase,54.02,Local Grocery,Branch
695,1026,2023-06-14 10:11:46,ATM Withdrawal,347.66,,Mobile App
696,1034,2023-11-02 01:55:07,Deposit,2903.5,,Branch
697,1018,2023-05-08 12:51:27,POS Purchase,209.38,Best Buy,Branch
698,1022,2023-04-08 03:25:10,Transfer,275.53,,POS
699,1008,2023-05-01 10:12:16,ATM Withdrawal,99.01,,Online
700,1037,2023-06-02 02:56:13,Withdrawal,163.37,,POS
701,1036,2023-03-08 05:20:45,ATM Withdrawal,89.73,,POS
702,1014,2023-02-25 20:31:27,Payment,155.9,Hotel Booking,ATM
703,1046,2023-07-14 00:26:00,POS Purchase,409.42,Pharmacy,POS
704,1044,2023-09-10 17:10:13,Withdrawal,207.55,,Mobile App
705,1008,2023-10-25 10:33:09,Payment,531.37,Electronics Store,Branch
706,1037,2023-03-06 07:29:42,Deposit,2105.05,,Mobile App
707,1056,2023-08-04 22:41:59,Withdrawal,92.73,,Online
708,1034,2023-03-12 09:52:26,Payment,205.24,Target,ATM
709,1039,2023-08-07 20:26:04,Payment,195.93,Online Marketplace,ATM
710,1040,2023-08-27 21:20:58,Deposit,1252.45,,Branch
711,1051,2023-09-27 02:46:53,Deposit,2946.32,,ATM
712,1044,2023-03-03 08:00:24,Deposit,2703.72,,POS
713,1030,2023-06-24 10:30:06,ATM Withdrawal,373.81,,Mobile App
714,1044,2023-02-07 03:14:47,ATM Withdrawal,425.74,,Branch
715,1048,2023-10-15 16:47:33,Withdrawal,435.72,,ATM
716,1003,2023-06-11 03:53:21,Deposit,1757.54,,Mobile App
717,1015,2023-02-22 14:53:43,Payment,437.72,Best Buy,POS
718,1017,2023-09-23 12:33:26,Payment,748.92,Amazon,Online
719,1035,2023-11-13 18:02:56,Deposit,2995.31,,POS
720,1055,2023-09-24 09:06:03,ATM Withdrawal,458.65,,Online
721,1046,2023-01-27 18:53:20,POS Purchase,381.31,Netflix,Online
722,1043,2023-08-30 15:24:43,Withdrawal,223.19,,Branch
723,1009,2023-08-07 00:00:43,ATM Withdrawal,483.85,,Online
724,1004,2023-04-06 07:31:26,ATM Withdrawal,305.51,,Mobile App
725,1049,2023-10-28 18:29:14,Deposit,951.1,,Mobile App
726,1017,2023-07-13 19:32:59,Transfer,2203.49,,Branch
727,1021,2023-03-10 06:21:43,Deposit,427.27,,Online
728,1032,2023-02-05 05:57:52,POS Purchase,23.58,Subscription Service,Branch
729,1025,2023-04-28 05:16:57,ATM Withdrawal,133.45,,Online
730,1044,2023-03-11 08:09:40,ATM Withdrawal,271.85,,Branch
731,1055,2023-11-25 04:43:50,Payment,97.56,Uber,ATM
732,1051,2023-06-27 21:00:07,Deposit,1396.52,,Online
733,1048,2023-02-08 06:53:41,Withdrawal,176.31,,Online
734,1004,2023-12-08 13:59:23,Withdrawal,353.99,,Mobile App
735,1016,2023-01-31 07:36:24,Payment,726.08,Pharmacy,Branch
736,1017,2023-09-18 16:21:51,Payment,206.03,Hotel Booking,Branch
737,1045,2023-09-14 08:33:21,Payment,496.98,Insurance Co,Online
738,1021,2023-06-11 01:09:17,POS Purchase,378.82,Hotel Booking,Mobile App
739,1010,2023-02-02 07:25:37,POS Purchase,718.06,Online Marketplace,ATM
740,1055,2023-11-26 00:14:31,ATM Withdrawal,258.11,,Branch
741,1026,2023-09-20 20:29:03,Deposit,4033.16,,Branch
742,1010,2023-05-11 01:21:12,Withdrawal,33.21,,Online
743,1028,2023-09-19 04:55:03,POS Purchase,415.65,Gym Membership,Branch
744,1054,2023-07-05 15:53:57,Deposit,4123.95,,Mobile App
745,1021,2023-10-21 21:15:36,Payment,325.93,Car Rental,ATM
746,1056,2023-09-07 12:24:28,ATM Withdrawal,137.5,,Mobile App
747,1028,2023-04-20 02:41:16,Transfer,656.79,,POS
748,1050,2023-03-08 06:04:02,ATM Withdrawal,97.47,,ATM
749,1010,2023-05-14 08:27:06,Payment,614.96,Subscription Service,Branch
750,1004,2023-05-05 15:33:15,POS Purchase,201.41,Utility Company,ATM
751,1035,2023-10-25 12:29:00,Payment,689.91,Pharmacy,Online
752,1030,2023-02-16 07:57:29,Deposit,3343.13,,Online
753,1039,2023-09-20 16:56:11,ATM Withdrawal,319.04,,Mobile App
754,1012,2023-11-29 12:12:35,ATM Withdrawal,448.07,,ATM
755,1046,2023-09-13 07:22:21,Transfer,938.08,,ATM
756,1016,2023-02-21 20:51:49,Transfer,1905.27,,Mobile App
757,1041,2023-09-17 21:10:50,Payment,520.79,Hotel Booking,ATM
758,1008,2023-04-15 03:02:02,ATM Withdrawal,380.68,,ATM
759,1056,2023-12-12 16:56:04,ATM Withdrawal,73.81,,ATM
760,1021,2023-03-26 20:11:46,ATM Withdrawal,76.56,,Mobile App
761,1055,2023-03-08 03:18:08,Deposit,4777.21,,Mobile App
762,1015,2023-09-17 22:53:48,Deposit,4805.86,,POS
763,1030,2023-10-06 09:18:25,ATM Withdrawal,143.26,,ATM
764,1051,2023-04-27 04:55:20,ATM Withdrawal,105.08,,Online
765,1015,2023-04-07 16:42:16,ATM Withdrawal,285.93,,Branch
766,1014,2023-05-25 11:25:54,Payment,621.12,Netflix,ATM
767,1006,2023-08-17 19:49:52,Payment,670.05,Gym Membership,Mobile App
768,1001,2023-10-13 01:40:01,ATM Withdrawal,137.39,,ATM
769,1008,2023-11-05 16:30:54,Transfer,141.4,,Mobile App
770,1029,2023-01-14 02:05:54,Deposit,3043.59,,Online
771,1020,2023-06-10 01:53:22,Deposit,1131.33,,POS
772,1018,2023-03-21 01:59:44,Withdrawal,421.34,,ATM
773,1051,2023-01-04 14:18:27,Withdrawal,49.39,,ATM
774,1011,2023-01-10 03:59:44,ATM Withdrawal,28.49,,POS
775,1051,2023-02-09 07:35:41,ATM Withdrawal,381.71,,ATM
776,1047,2023-11-06 23:41:17,Transfer,1650.49,,Branch
777,1034,2023-06-03 00:49:46,Transfer,1867.7,,POS
778,1009,2023-06-20 19:46:00,Withdrawal,168.13,,Mobile App
779,1024,2023-02-15 18:37:14,Deposit,172.61,,Branch
780,1052,2023-10-26 19:08:51,Withdrawal,306.77,,Branch
781,1001,2023-05-01 23:48:13,Withdrawal,488.35,,Mobile App
782,1026,2023-08-29 10:57:22,ATM Withdrawal,374.75,,ATM
783,1030,2023-09-19 12:10:14,ATM Withdrawal,144.3,,Mobile App
784,1003,2023-09-09 21:28:25,Transfer,1277.73,,Mobile App
785,1030,2023-08-15 20:50:53,POS Purchase,428.88,Airline Booking,POS
786,1053,2023-06-03 18:33:20,POS Purchase,195.56,Online Marketplace,Online
787,1008,2023-01-16 13:33:49,Deposit,3552.83,,POS
